	audio_id	sentence	BitsPerSample	durationMsec	sampleRate
46	221210-181328_toi_b9a_elicit_20.wav	musimbi muna asia usamide cisani ca myengo ya sikkaka a ituba uli a kumwetula a cifotolo kali kulibikkila cintu lwakwe 	16	10118	16000
47	221210-181328_toi_b9a_elicit_21.wav	kana kasimbi kali akukwela malundu kakangindwe a tambo kuzya mujulu 	16	6420	16000
48	221210-181328_toi_b9a_elicit_22.wav	kana kasimbi kala kulangizya muntu upanga coffee a tefule a chintolo 	16	6397	16000
49	221210-181328_toi_b9a_elicit_23.wav	mubwa watola mutwe chakutanguna kuya mu bwizu namana kuzya mu musenga 	16	8076	16000
50	221210-181328_toi_b9a_elicit_24.wav	mwalumi utasamide cisani a nkole ulakulangilizya bakaintu basamide zi bbudula zituba 	16	8076	16000
51	221210-181328_toi_b9a_elicit_25.wav	mwalumi ujisi kaumyo ka kaneti kumanza wasotoka kuma kaneti 	16	7464	16000
52	221210-143625_toi_b9a_elicit_0.wav	mukaintu usamide musinsi wa jiini a cisani ulakulaga ma amagazine munzila 	16	8575	16000
53	221210-143625_toi_b9a_elicit_1.wav	mukaintu muna asia usamide mukkame wa nkwiki nkwiki a jansi lya cikambwe ulakulangisisya pearl liboneka cikambwe a sikkaka 	16	9937	16000
54	221210-143625_toi_b9a_elicit_2.wav	mukaintu mukuwa osedwe masusu ali mbuli muchila wa ngulube ulakwenda a manela kajisi tyubbu lya nyanzabili musyule akwe 	16	10118	16000
55	221210-143625_toi_b9a_elicit_3.wav	bantu bali kumi a babili balikede a tefule mponya umwi wabo ulinvwi kabweza cakunua mu nkomeki 	16	10390	16000
56	221210-143625_toi_b9a_elicit_4.wav	mwalumi mudala usamide cisani ca mukubaulakulanga mu cifotozyo mukazila ka dolopo 	16	8031	16000
57	221210-143625_toi_b9a_elicit_5.wav	simwembela ng ombe usamide cisani cama takisi takisi a tulembo tusalala a ngowani ituba ulakwambaula a luwaile 	16	8893	16000
58	221210-143625_toi_b9a_elicit_6.wav	musimbi usamide nsiti yakusambila ya mungungawaji ulakuseka katondeka a nsuti ya mukuba amusimbi umbi kalanga 	16	10254	16000
59	221210-143625_toi_b9a_elicit_7.wav	kasimbi kasamide cisani ca nkwiki nkwiki alimwi a musinsi wa jiini ulakusona anze 	16	6216	16000
60	221210-143625_toi_b9a_elicit_8.wav	musankwa uyabutijana muka gelo ka manzi 	16	3743	16000
61	221210-143625_toi_b9a_elicit_9.wav	mwalumi ulakupanga munchina wa typewriter kakubungene aba typewriters munsi lyakwe 	16	6534	16000
62	221210-143625_toi_b9a_elicit_10.wav	mwana mushonto balakumukupila menda kuzya mu kalonga 	16	4628	16000
63	221210-143625_toi_b9a_elicit_11.wav	kana ka simbi kasamide juzi lituba koona ansi 	16	3856	16000
64	221210-143625_toi_b9a_elicit_12.wav	kana kasankwa ka kuwa kalide acuno a kulu kwalichisa kupetwe mucintu colola gondo 	16	10322	16000
65	221210-143625_toi_b9a_elicit_13.wav	kabanga ka bantu bakkede alimwi bamwi kabaile kwendenda munsi a bbwe pati 	16	5785	16000
66	221210-143625_toi_b9a_elicit_14.wav	basimbi bali bone balikked kababamba njili zipentedwe 	16	4197	16000
67	221210-143625_toi_b9a_elicit_15.wav	kainvwi mu ncikini ipentedwe kusubila 	16	4673	16000
68	221210-143625_toi_b9a_elicit_16.wav	mwalumi usamide cisani ci tuba ulakuvwelenganya zintu mu mbede mpati i tuba mponya mukaintu usamide cisani ca sikkaka musyule lyakwe 	16	10345	16000
69	221210-143625_toi_b9a_elicit_17.wav	kana kasankwa kalinvwi kumbele a mupanda wakaindi katambikide manza akwe mujulu 	16	7963	16000
70	221210-143625_toi_b9a_elicit_18.wav	bana basankwa bone baima antomwe kabatondezya nguzu zyabo kumanza 	16	6465	16000
71	221210-143625_toi_b9a_elicit_19.wav	musimbi mu chinese usamide delesi lisalala ulikede a cuuno ca sofa cisiya siya kalakwambaula 	16	8167	16000
72	221210-143625_toi_b9a_elicit_20.wav	sikwembela ng ombe usamide ngowani kalakufusya kuzya a tala a bbiza lya musokwe 	16	8280	16000
73	221210-143625_toi_b9a_elicit_21.wav	mwalumi ulakulemba chimwi cintu a kabunga kabana bakubushi 	16	5717	16000
74	221210-143625_toi_b9a_elicit_22.wav	kana kasimbi kasamide sitilizyo zya magondo a chipompo munsi a nchinga mbotu 	16	7441	16000
75	221210-143625_toi_b9a_elicit_23.wav	bana bali bone bachoja manchinga abo a kunyonena kazila 	16	5966	16000
76	221210-143625_toi_b9a_elicit_24.wav	mubwa utuba waduka kuzwa mu chilindi munsi a nzila 	16	3993	16000
77	221210-143625_toi_b9a_elicit_25.wav	kabunga ka bantu balakusobana musobano wa kabulambe 	16	4015	16000
78	221210-173239_toi_b9a_elicit_0.wav	mwalumi uyamba nsoke mu kato kasyonto mu lwizi 	16	4310	16000
79	221210-173239_toi_b9a_elicit_1.wav	muksintu wabuboneke bwa mungungawaji usamide cisani ca misyobo minji balibambila ku fotolwa a mwalumi uli a masusu a pulungene usamide cisani cisiya 	16	12591	16000
80	221210-173239_toi_b9a_elicit_2.wav	mukaintu ili a masusu malamfu a salala salala a ka bbeke ka kubbala kusyule kasiya a chibbudula ca kaki ulinvwi a kazila kali a matina s bamwi bantu munsi lyakwe 	16	13181	16000
81	221210-173239_toi_b9a_elicit_3.wav	basankwa bobilo balasobana mu mani a kalila munzila 	16	4061	16000
82	221210-173239_toi_b9a_elicit_4.wav	balumi bobilo ba pulasita bwanda bwa anze 	16	3902	16000
83	221210-173239_toi_b9a_elicit_5.wav	mwana usobanisya menda mu zintu zya bana 	16	3743	16000
84	221210-173239_toi_b9a_elicit_6.wav	mwana musankwa ulakumweta ka tapula menda a kukkala mukati a zintu zyakuyambila zi salala a zya cikambwe 	16	7827	16000
85	221210-173239_toi_b9a_elicit_7.wav	mwalumi usamide cisani cituba a jiini lisiya a mucila wa bbiza ulaku bbita bbola elyo nchonga ili yeme kubwanda a buboneke bwa muntu utajisi ng anda 	16	12568	16000
86	221210-173239_toi_b9a_elicit_8.wav	balombwana bone bali kkede a mushele munsi a mayuwe ayuwa 	16	4787	16000
87	221210-173239_toi_b9a_elicit_9.wav	bantu banji banji bamikana anze mukazila elyo mudala umwi usamide cisani ca myengo uli a kwenda kunembo lyabo 	16	9574	16000
88	221210-173239_toi_b9a_elicit_10.wav	mwalumi usamide cisani cituba a jiini ulikkede a ma kileti obilo a zwide zintu kauma banjo 	16	9052	16000
89	221210-173239_toi_b9a_elicit_11.wav	musimbi ulakusobana a kalyumbo kaku ng anda kangidwe ku cisamu a tala a manzi 	16	6919	16000
90	221210-173239_toi_b9a_elicit_12.wav	mwana musimbi uli mu kalonga ka manzi kakuli a sikumwebelela usamide cisani ci salalal ka bbede a ka bbeke kainwvi kumbali 	16	11910	16000
91	221210-173239_toi_b9a_elicit_13.wav	ci gome ca balumi bobilo kabajisi banjo a ngoma balakuma cigome ku mbunga yabantu mu ng anda izwide bantu 	16	9369	16000
92	221210-173239_toi_b9a_elicit_14.wav	mwana usamide kalukwe ka nkwiki nkwikinancisani ciboneka nkwiki mbichana wasisa mutwe wakwe kusule a bbuku a chuuno 	16	10935	16000
93	221210-173239_toi_b9a_elicit_15.wav	ba kaintu bobilo balakubumba cimwi cintu a bulongo 	16	5422	16000
94	221210-173239_toi_b9a_elicit_16.wav	kana kasankwa kala susu lipulungene ulikkede a cuuno ca cikambwe kajasi ca kusobanisya ku manza 	16	9211	16000
95	221210-173239_toi_b9a_elicit_17.wav	bantu balakubungana anze balakuzungulila kasensa ka menda kala kupilila menda mujulu 	16	7849	16000
96	221210-173239_toi_b9a_elicit_18.wav	mwalumi ujisi ma susu malamfu a ma gogo a zuba usamide cisani ca cikambwe a penti alimwi kajisi a banjo lya cikambwe kumbali a nzila 	16	11162	16000
97	221210-173239_toi_b9a_elicit_19.wav	sikusobana roller skate ulakusobana kumbele a ng anda ya makwebo 	16	5853	16000
98	221210-173239_toi_b9a_elicit_20.wav	mwalumi usamide zisani zisiya ulakuma banjo lisiya mbuli coffee lya bazi 	16	5717	16000
99	221210-173239_toi_b9a_elicit_21.wav	muntu ulakulengelela ku parachute watapula menda elyo na wida mu menda 	16	7441	16000
100	221210-173239_toi_b9a_elicit_22.wav	mukaintu ulakugwasya mwana mushonto usamide chikwesa cingengema kuzwa mu menda 	16	7010	16000
101	221210-173239_toi_b9a_elicit_23.wav	mukaintu wasololela kana kashonto alimwi a mubwa kukwela kalundu kwinda mu munda wa bwizu 	16	8485	16000
102	221210-173239_toi_b9a_elicit_24.wav	mulombwana usamide cisani ca bulembo bwa polo ca cikambwe musiyasiya a kalembo ka tuba 	16	8008	16000
103	221210-173239_toi_b9a_elicit_25.wav	a ngowani ya baseball i tuba ulakutobela musobano wa golf a mushenga elyo a nzinini zya mu mushenga zyauluka kumbele lyakwe 	16	11048	16000
104	221210-150017_toi_b9a_elicit_0.wav	mukaintu usamide jansi li salala a kutuba ujisi kalembo kamunsingo kusule kwakwe 	16	6670	16000
105	221210-150017_toi_b9a_elicit_1.wav	kabanga kabantu bunji bwabo kabasamide majansi a tuba balakubeleka mu lab 	16	7191	16000
106	221210-150017_toi_b9a_elicit_2.wav	bantu bapati bobilo alimwi a bana botatwe balakwenda mukazila kubusena buboneka mbuli park 	16	7078	16000
107	221210-150017_toi_b9a_elicit_3.wav	bana botatwe balikusobana ama roller skirts basimbi bobilo a musankwa omwe musankwa usamide roller skate ya mukuba 	16	8734	16000
108	221210-150017_toi_b9a_elicit_4.wav	kabwa kasyonto ka siya siya a kutuba kalakuyamba mukalonga munsi a mwalumi 	16	6874	16000
109	221210-150017_toi_b9a_elicit_5.wav	mubwa usiya utobela bololo lya mbelele zilakwenda mumunda wa bwizu 	16	7305	16000
110	221210-150017_toi_b9a_elicit_6.wav	twana twa mubwa mukati a mota tulakulangilizya mukaintu ulakuseluka akukwela mu mota imbi munsi munsi 	16	9438	16000
111	221210-150017_toi_b9a_elicit_7.wav	mukaintu mulwizi ulakusansa manzi kuzwa mumutwe wakwe cakuti manzi alakutapuka konse 	16	7736	16000
112	221210-150017_toi_b9a_elicit_8.wav	balombwana bone antomwe aumbi ujisi ka beke ka siya umwi unwa coffee umwi usamide cisani ci salala 	16	8371	16000
113	221210-150017_toi_b9a_elicit_9.wav	alimwi umwi usamide cisani ca sikkaka balangilizya elmo a cipekupeku 	16	6080	16000
114	221210-150017_toi_b9a_elicit_10.wav	nkume nkume zyabantu alimwi abasikukona bala pobwe balakuzyana 	16	6942	16000
115	221210-150017_toi_b9a_elicit_11.wav	balombwana basiya musyobo aba makaintu bapati balinvwi mu seko kabakamba kunyimbo ila kwimbwa 	16	9301	16000
116	221210-150017_toi_b9a_elicit_12.wav	basankwa botatwe baswaya bakapanyina ziindi zinji kung anda okuya ibambilwa bantu bacembala kuti kabasobana ambabo 	16	12773	16000
117	221210-150017_toi_b9a_elicit_13.wav	mwalumi usamide cibaki cabuyo ca cikambwe a mali mucibbudula ca nyanzabili a ngowani isya ulakutondeka a cintu ca mungungawaji ambunga yabantu bapati 	16	13022	16000
118	221210-150017_toi_b9a_elicit_14.wav	mwalumi a ngowani isiya kabikkide kulu komwe kumbele a cuuno ca balema ulakuwala cintu cimwi kabalngilizya bakaintu bapati alimwi a kana 	16	12841	16000
119	221210-150017_toi_b9a_elicit_15.wav	mwalumi usamide cisani ca mukuba winvwi musokwe munsi buyo a kazila mponya mukaintu mu cisani ca cikambwe ulakumulangilizya munzila 	16	12069	16000
120	221210-150017_toi_b9a_elicit_16.wav	mwalumi mupati usamide cisani ca sikkaka ulakwenda kuseluka a manela kuya kumulombwana umbi usamide ma gogo a cisani ca mukuba 	16	11094	16000
121	221210-150017_toi_b9a_elicit_17.wav	musankwa usamide cisani cisalala a milaini ituba a jiini alimwi a ngowani ituba ulakuwala bbola ya cikambwe ansi kumusobano 	16	10254	16000
122	221210-150017_toi_b9a_elicit_18.wav	musankwa usamide buluke buboneka ulakuma banjo kabaseka a baselinyina 	16	8099	16000
123	221210-150017_toi_b9a_elicit_19.wav	muntu usamide cibbudula acisani cituba ulakulyolola a tunsimbi twakucijazyo 	16	7713	16000
124	221210-150017_toi_b9a_elicit_20.wav	bana bobilo balinwi a ciluli ca ng anda ituba kabalanga ansi 	16	4741	16000
125	221210-150017_toi_b9a_elicit_21.wav	oyu musankwa walikuya kuti cilikabotu kutanta waya kakoledwe 	16	7781	16000
126	221210-150017_toi_b9a_elicit_22.wav	mwalumi a musimbi basamide zisani zisiya balinvwi munsi a mukaintu ukkede a cuuno cabalema 	16	6874	16000
127	221210-150017_toi_b9a_elicit_23.wav	bana bakubushi balakudonda bajisi chiindi cibotu antomwe akusoba a bantu bapati 	16	9120	16000
128	221210-150017_toi_b9a_elicit_24.wav	nakalindu wa musimbi ulakuzyana a mwalumi mupati bantu kabalangilizya 	16	6738	16000
129	221210-150017_toi_b9a_elicit_25.wav	mota usalalabalakusanzya bantu banji omwe akati kabo waimikilila musyule kasamide ciasani ci salala a cibbudula ca cikambwe kasanzya mpulungwido yamusule 	16	13340	16000
130	221210-150017_toi_b9a_elicit_26.wav	bana bakubushi balikkede ansi a tutambo katuyalidwe ansi 	16	5399	16000
131	221210-154439_toi_b9a_elicit_0.wav	mubwa usiya ulakulwana kutabulula mubwa umbi 	16	4900	16000
132	221210-154439_toi_b9a_elicit_1.wav	musankwa usamide nsuti yakusambila ya cikambwewasotoka a manza akwe mujulu kusule a ng anda 	16	7804	16000
133	221210-154439_toi_b9a_elicit_2.wav	mwana ulibonya buyo cikungu kuya ansi usamide nsuti yakusambila uli a kalyumbo a manzi ka dubula 	16	9732	16000
134	221210-154439_toi_b9a_elicit_3.wav	mubwa usalala salala ulakutijanina ku cifotozyo a nyika isalala a mwalumimkusule ulakuzya kucifotozyo 	16	11502	16000
135	221210-154439_toi_b9a_elicit_4.wav	mwalumi usamide jansi lisalala lyakufutula ujisilidi ku ntambo kazwa mu bboodi 	16	7441	16000
136	221210-154439_toi_b9a_elicit_5.wav	mukaintu ula masusu a salala usamide cisani ci siya uboneka kuti ula kuyasa ndonga ku mukushi usamide cisani ca cikambwe 	16	11253	16000
137	221210-154439_toi_b9a_elicit_6.wav	bantu botatwe bali a masusu a siya baima munsi munsi a manda mu mabali 	16	6216	16000
138	221210-154439_toi_b9a_elicit_7.wav	mwalumi utasamide cisani ulakubamba kalembo kakwe ka ku mutwe a dangamwa libambidwe mbuli kazila a menda 	16	12115	16000
139	221210-154439_toi_b9a_elicit_8.wav	basune balakubola a bantu kululyo a buyake musule 	16	6624	16000
140	221210-154439_toi_b9a_elicit_9.wav	mukaintu usamide cisani ca mungungawaji usama ma gogo akumwetamweta 	16	5717	16000
141	221210-154439_toi_b9a_elicit_10.wav	muntu usmide nsuti yanchito imwi ulakwenzya mudududu 	16	6329	16000
142	221210-154439_toi_b9a_elicit_11.wav	umwi muntu uli a mudududu usiya a kutuba kabikkide maulu akwe a cuuno 	16	5921	16000
143	221210-154439_toi_b9a_elicit_12.wav	mwana musankwa ulasusu ligolela a makwiko usamide cibbudula cisiya a kutuba winvwi mu luzi 	16	8825	16000
144	221210-154439_toi_b9a_elicit_13.wav	musimbi usamide nsuti yakusambila ya nkwiki nkwiki a magilazi a zuba ulakusobana mu mushenga munsi a musankwa usamide cakusambila cisalala 	16	11253	16000
145	221210-154439_toi_b9a_elicit_14.wav	mumuni wa zuba walibonya a mpulo ya ng anda a kumpa mwalumi a mukaintu ka balakubandika 	16	9664	16000
146	221210-154439_toi_b9a_elicit_15.wav	bana basankwa bobilo omwe usamide ci pompo balakusobana mung anda izwide zyakusobanisya 	16	7123	16000
147	221210-154439_toi_b9a_elicit_16.wav	nakamana kuwa cakusule sibbola wakasamide jezi li siya a chibbudula cituba a milaini ya mukuba 	16	8076	16000
148	221210-154439_toi_b9a_elicit_17.wav	kayatwa a ba sibbola ba basamide ma jezi a tuba balikunyeyana bbola 	16	7486	16000
149	221210-154439_toi_b9a_elicit_18.wav	kabunga kabantu balakulyokezya a mushele a zyuno a zyakulya 	16	5671	16000
150	221210-154439_toi_b9a_elicit_19.wav	musankwa wasotoka kuzya a cintu ca zisamu a cintu ciyabuyunta a manzi 	16	8054	16000
151	221210-154439_toi_b9a_elicit_20.wav	mukaintu usamide cisani ci salala a mukaintu usamid cisani cituba balakulangalanga zishango 	16	8031	16000
152	221210-154439_toi_b9a_elicit_21.wav	mubwa usiya siya usamikidwe bulimbo bwa cikakambwe alimwi a bulimbo bwa mungungawaji kusule lyakwe 	16	8303	16000
153	221210-154439_toi_b9a_elicit_22.wav	mwalumi mu chinise mu ka ntini ulindila bantu kuti ba njile 	16	6125	16000
154	221210-154439_toi_b9a_elicit_23.wav	sikuphotola a kati ka bantu ulakumwetula kabelesha chifotzyo cifotola kulamfu 	16	7441	16000
155	221210-154439_toi_b9a_elicit_24.wav	kana kasimbi a masusu a salala salala ulinvwi kubbuwa lya cisobano kajisi cakusobanya ca nyanzabili 	16	8621	16000
156	221210-154439_toi_b9a_elicit_25.wav	mwalumi usamidecisani cituba a ngowani isiya ya ba simwembela ng ombe wakwela a bbiza lisiya siya lilakusotoka kumuzundano 	16	11411	16000
157	221210-180127_toi_b9a_elicit_0.wav	mukaintu nakalindu usamide cisani cisalala a myengo ituba ujusi mwana wakwe usamide zisani zikozyana a zyakwe kali kumwetula kuti a fotolwe 	16	12364	16000
158	221210-180127_toi_b9a_elicit_1.wav	basikwimba baimba nyimbo a muswangano 	16	3380	16000
159	221210-180127_toi_b9a_elicit_2.wav	musankwa wakupila manzi kaya butatantalika kuya mu kalonga 	16	5876	16000
160	221210-180127_toi_b9a_elicit_3.wav	mu kalo kabana mwana usamide cisani ci tuba a tebela wabuka 	16	5172	16000
161	221210-180127_toi_b9a_elicit_4.wav	muntu uli a mausu a siya a cisani ca myengo ya cikambwe uli a kulemba a bbodi lya nchoko 	16	7963	16000
162	221210-180127_toi_b9a_elicit_5.wav	muntu uboneka kuti uli a ku cincha cintu kubusyu bwakwe a matwi a mulindilo wa citima 	16	8099	16000
163	221210-180127_toi_b9a_elicit_6.wav	muntu sikusobana munzila ulinvwi kubelesya mutwe wakwe a matina munzila kumbele a mbunga yabantu kali a kukopwa kumbele a bokisi lya luwaile lusalala 	16	12682	16000
164	221210-180127_toi_b9a_elicit_7.wav	mwalumi wa cipati ujisi ngowani ya baseball a tala a mutwe wakwe ibikkidwe a kapo 	16	6602	16000
165	221210-152748_toi_b9a_elicit_6.wav	mukaintu ula susu lisalala salala usamide nkeya uyanda ku myonta mwalumi mwalumi usamide cisani ci tuba 	16	9483	16000
166	221210-152748_toi_b9a_elicit_7.wav	musankwa ulakuchita cisobano ca skate board a pulanga lya nsimbi 	16	4968	16000
167	221210-152748_toi_b9a_elicit_8.wav	mwalumi omwe usamide ma gogo kulicingilila kuzuba ujisi ka po kala kasabwi kumanza ka zuba manzi a ku kkilina kasensa ka manzi bantu kabenda musyule 	16	13884	16000
168	221210-152748_toi_b9a_elicit_9.wav	mukaintu ujisi mwana a gwezyo ujisi cakusobanisya ciboneka mbuli dolomu a mwana umbi amubili malikkede munzila a tu tina mumbunga yabantu 	16	12659	16000
169	221210-152748_toi_b9a_elicit_10.wav	mukaintu usamide jiini isiya ulikkede a bilichi afwafwi a habba 	16	5649	16000
170	221210-152748_toi_b9a_elicit_11.wav	mukaintu usamide delesi lya mishobo mishobo ujisi nkomeki ya pulasitiki katola kutondezya a kwanza kumbi 	16	8371	16000
171	221210-152748_toi_b9a_elicit_12.wav	mwalubi usamide cisani cifwifwi manza ca milaini laini jiini alimwi a ma bbusu a siya siya zyamutola ng onzi kakkede 	16	10164	16000
172	221210-152748_toi_b9a_elicit_13.wav	mumbali a lwizi lupati mwana musimbi ulakutijana mu bulukwe bwa mungungawaji alimwi musankwa ula kuchova nchinga 	16	9846	16000
173	221210-152748_toi_b9a_elicit_14.wav	bane bone balakuzyunguluka ka pole kala milaini isalala a ituba 	16	7600	16000
174	221210-152748_toi_b9a_elicit_15.wav	babwa umwi usiya aumbi utuba balakusobana a bbola ituba mumunda uboneka kusalala salala 	16	9415	16000
175	221210-152748_toi_b9a_elicit_16.wav	mulombwana ukede a bbwe a tala a menda ujisi kalobo mu manza 	16	5898	16000
176	221210-152748_toi_b9a_elicit_17.wav	mubwa wa kujwe utegwa terrier ulakutijana mu matombe 	16	6216	16000
177	221210-152748_toi_b9a_elicit_18.wav	mwalumi usamide ngowani a cisani cili a genetic freak ulakona mumota mubunji 	16	7736	16000
178	221210-152748_toi_b9a_elicit_19.wav	babwa bobilo balakusobana a sasa lituba munsi a cuuno 	16	4787	16000
179	221210-152748_toi_b9a_elicit_20.wav	mubwa usalala salala waluma mubwa umbi kumaseya a menyo akwe 	16	7260	16000
180	221210-152748_toi_b9a_elicit_21.wav	musankwa usamide zyakuyambila wasotoka kuya mu manzi ala kutapuka kusule a ng anda 	16	8643	16000
181	221210-152748_toi_b9a_elicit_22.wav	basimbi bobilo bainda basankwa bobilo munsi a cisamu munzila izwide zitondezyo 	16	6556	16000
182	221210-152748_toi_b9a_elicit_23.wav	mukati ka chaanda citajisi kantu nikaba komwe kwalibonya nzovu ili a kwima a musinga wayo kakulangilizya muntu ale ale 	16	13181	16000
183	221210-152748_toi_b9a_elicit_24.wav	mwalumi usamide magogo a zuba ulakumwetula cakusinizya cakutondezya mento akwe onse 	16	7260	16000
184	221210-151712_toi_b9a_elicit_0.wav	mukaintu wasama ngowni isiya ila ndembela ina milika kalanga a cifotolo cabukandu 	16	8349	16000
