	audio_id	sentence	BitsPerSample	durationMsec	sampleRate
33	221102-102320_nya_510_elicit_33.wav	galu woyera wokhala ndi makutu ofiirira akudumpha galu woyera akuthamanga kuchokera pamenepo 	16	12251	16000
34	221102-102320_nya_510_elicit_34.wav	mwamuna wina wovala malaya abuluu akugwira mutu wake pamene akulankhula ndi akazi awiri panja 	16	7940	16000
35	221102-102320_nya_510_elicit_35.wav	anthu ambiri ovala zovala zozizira amakhala odzaza mkati mwa sitima yapansi panthaka 	16	9188	16000
36	221102-102320_nya_510_elicit_36.wav	mayi wosavala nsapato akugwada mokonzeka panjira yothamangira 	16	7191	16000
37	221102-102320_nya_510_elicit_37.wav	mnyamata womangirira thabwa kumapazi amachita chinyengo atagwira chingwe 	16	8144	16000
38	221102-102320_nya_510_elicit_38.wav	mwamuna atakhala pampando atanyamula mwana atazunguliridwa ndi atsikana atatu 	16	9551	16000
39	221102-102320_nya_510_elicit_39.wav	mwamuna ndi mkazi wake atavala makhoti zipewa komanso masikhafu ali pachipale chofewa 	16	9233	16000
40	221102-102320_nya_510_elicit_40.wav	bambo yemwe ali ndi katundu wa fanny atayima pafupi ndi malo ogulitsa zipatso 	16	8780	16000
41	221102-102320_nya_510_elicit_41.wav	bambo wovala malaya ofiira pamwamba pa masitepe omwe ali ndi nyali zamabwalo kumbuyo 	16	9755	16000
42	221102-102320_nya_510_elicit_42.wav	mnyamata akujambula atavala magolovesi odabwitsa kwambiri 	16	6534	16000
43	221102-102320_nya_510_elicit_43.wav	bambo wina wovala magalasi akuwomba m manja pamaso pa gulu lalikulu la achinyamata lomuzungulira 	16	10164	16000
44	221102-102320_nya_510_elicit_44.wav	mtsikana watsitsi lofiirira atavala nsonga ya maroon wanyamula mapepala angapo abuluu 	16	9415	16000
45	221102-102320_nya_510_elicit_45.wav	kamnyamata kali ndi korona wachikasu ndipo mwamuna wavala velvet yofiira 	16	10141	16000
46	221102-102320_nya_510_elicit_46.wav	bambo wina wovala kabudula wakuda t shirt yakuda komanso kapu yakuda yakumbuyo ya baseball akulankhula ndi bambo wina yemwe wavala malaya amizeremizere ndi kabudula ataimirira kumbuyo kwa lole 	16	17514	16000
47	221102-102320_nya_510_elicit_47.wav	bambo akusefukira pabwalo loyera losambira m mafunde atakweza manja mmwamba 	16	11116	16000
48	221102-102320_nya_510_elicit_48.wav	mkazi wokhala ndi thumba la pinki atakhala pamwala ndi dengu 	16	6443	16000
49	221102-102320_nya_510_elicit_49.wav	mayi wina wovala chigoba amakhala pafupi ndi bambo wina yemwe wavala suti ya santa komanso wovala chigoba pamene anyamula magalasi a vinyo pafupi ndi mtengo wa khrisimasi 	16	13862	16000
50	221113-081436_nya_394_elicit_0.wav	anthu awiri oyenda ulendo onyamula zikwama aima kutsogolo kwa kanjira akuyang ana chinachake moleza mtima n kumadikira moleza mtima 	16	13204	16000
51	221113-081436_nya_394_elicit_1.wav	mtsikana wina watsitsi lalitali labulauni akabudula oyera malaya apinki ndi nsapato zapinki amayenda pa swinglo likalowa dzuwa 	16	10958	16000
52	221113-081436_nya_394_elicit_2.wav	anthu awiri akuyendetsa galimoto ya blue jet ski kusiya kanjira kamadzi m mwamba 	16	7713	16000
53	221113-081436_nya_394_elicit_3.wav	mwamuna watsitsi lakumaso ndi chipewa akuyima pafupi ndi mkazi wovala chipewa chofiira kutsogolo kwa masitepe 	16	10413	16000
54	221113-081436_nya_394_elicit_4.wav	amuna awiri ovala zipewa aima m njira pafupi ndi nyumba ya njerwa 	16	5762	16000
55	221113-081436_nya_394_elicit_5.wav	galu wokhala ndi nthambi mkamwa mwake 	16	4333	16000
56	221113-081436_nya_394_elicit_6.wav	galu wamng ono wa bulauni ndi woyera akugwira frisbee pa mpikisano 	16	6239	16000
57	221113-081436_nya_394_elicit_7.wav	bambo wina wovala chipewa chopepuka chabuluu wakwera ngolo kumbuyo kwa nyama imene ikukoka ngoloyo 	16	9460	16000
58	221113-081436_nya_394_elicit_8.wav	mayi wina amene wavala bulangete loyera kumutu ali ndi mwana atamukulunga ndi bulangete labuluu lapinki ndi lachikasu 	16	13068	16000
59	221113-081436_nya_394_elicit_9.wav	mayi wovala mathalauza achikasu akugwada pafupi ndi khanda lovala chovala chabuluu 	16	8054	16000
60	221113-081436_nya_394_elicit_10.wav	wothamanga panjinga yamoto akukhota panjira yonyowa 	16	4991	16000
61	221113-081436_nya_394_elicit_11.wav	mayi wina wachiafirika wovala nduwira yabuluu akuwoneka ali ndi khanda 	16	8780	16000
62	221113-081436_nya_394_elicit_12.wav	mayi wina wovala magiya okwera pamahatchi ofiira oyera ndi akuda ataimirira pafupi ndi bambo wina wachikulire wovala zofananira naye yemwe wakwera hatchi yabulauni panjira yadothi 	16	17106	16000
63	221113-081436_nya_394_elicit_13.wav	galu wothamanga akuthawa atavala jeresi yachikasu ndi yakuda komanso pamphuno 	16	8190	16000
64	221113-081436_nya_394_elicit_14.wav	munthu m modzi yemwe wavala sweatshirt yakuda yakuda akuthawa moto pomwe wina ali pafupi kumbuyo kwake 	16	9959	16000
65	221113-081436_nya_394_elicit_15.wav	mayi wina yemwe ali ndi kachikwama kakuda ndi mnyamata akuyenda m njira 	16	7055	16000
66	221113-081436_nya_394_elicit_16.wav	mwana atavala chisoti zofunda m zigongono 	16	5853	16000
67	221113-081436_nya_394_elicit_17.wav	amuna awiri amaimba magitala pakati pa zida zoimbira 	16	5172	16000
68	221113-081436_nya_394_elicit_18.wav	mwamuna wonenepa kwambiri akusewera gitala lamagetsi atavala chipewa choyera 	16	7418	16000
69	221113-081436_nya_394_elicit_19.wav	mtsikana akudumphira m dziwe ndipo wazunguliridwa ndi thovu 	16	5422	16000
70	221113-081436_nya_394_elicit_20.wav	mtsikana akutenga chithunzi cha mnzake yemwe watsamira patebulo 	16	6261	16000
71	221113-081436_nya_394_elicit_21.wav	bambo wina wovala chipewa cha udzu malaya abuluu komanso mathalauza abuluu akukonza denga 	16	7600	16000
72	221113-081436_nya_394_elicit_22.wav	wogulitsa nyama atavala magalasi ndi epuloni ya buluu amakonza timagulu ta nyama 	16	9642	16000
73	221113-081436_nya_394_elicit_23.wav	amuna atatu oyera amacheza mozungulira nyama yayikulu yophika 	16	5376	16000
74	221113-081436_nya_394_elicit_24.wav	chithunzi chojambulidwa usiku chamsewu ndi bambo akuyang ana mumsewu 	16	5830	16000
75	221113-081436_nya_394_elicit_25.wav	mwana yemwe akumwetulira wovala t shirt yoyera yokhala ndi mikwingwirima ndi chigaza ndi mafupa opingasa akugwedezeka 	16	12047	16000
76	221113-081436_nya_394_elicit_26.wav	mbalame yakuda imaima muudzu itanyamula mbalame pakamwa 	16	5876	16000
77	221113-081436_nya_394_elicit_27.wav	munthu wakuda wavala magalasi adzuwa ndi malaya abuluu ndi malaya amkati oyera 	16	7418	16000
78	221113-081436_nya_394_elicit_28.wav	munthuyu waima panja kufuna kupanga china chake ali ndi zida zake patebulo losakhalitsa ili ndipo azibambo angapo akumuyang ana 	16	13045	16000
79	221113-081436_nya_394_elicit_29.wav	gulu la akuluakulu ndi ana ang onoang ono amakhala ndikuyima mozungulira matebulo kuseri kwa mulu wa mabokosi atatu 	16	12024	16000
80	221113-081436_nya_394_elicit_30.wav	bambo wina wovala kabudula wonyezimira walalanje akusemphana ndi skateboard ndi ma cones momwe anthu awiri akuwonera kumbuyo kwake 	16	12160	16000
81	221113-081436_nya_394_elicit_31.wav	galu woyera amalumphira pamwamba pa frisbee wofiira yemwe akugudubuza pamwamba pa munda wodula kwambiri 	16	10254	16000
82	221113-081436_nya_394_elicit_32.wav	wogwira ntchito m fakitale amagwiritsa ntchito macheka patebulo kudula nsomba yaikulu yowuzidwa pakati 	16	11275	16000
83	221113-081436_nya_394_elicit_33.wav	wogulitsa nyama wovala malaya achikasu akuyang ana nyama ya nsomba pabalaza lamatabwa 	16	8190	16000
84	221113-081436_nya_394_elicit_34.wav	mayi wovala chisoti chanjinga komanso suti yotenthetsera atakhala paki akusinkhasinkha 	16	10300	16000
85	221113-081436_nya_394_elicit_35.wav	mbalame yoyera ya khosi lalitali youluka imadya madzi ndi miyendo yakuda 	16	8553	16000
86	221113-081436_nya_394_elicit_36.wav	banja lina lachikulire likucheza ndi mtsikana wamng ono ndipo onse akumwetulira 	16	7078	16000
87	221113-081436_nya_394_elicit_37.wav	galu wakuda ndi wa blond akusewera kapena kumenyana wina ndi mzake 	16	6670	16000
88	221113-081436_nya_394_elicit_38.wav	bambo wina wovala chipewa akusuta ndudu ndi gulu la anthu pafupi 	16	6239	16000
89	221113-081436_nya_394_elicit_39.wav	mnyamata wovala jekete labuluu ndi kapu yotuwira akusewera ndi mpira 	16	6806	16000
90	221113-081436_nya_394_elicit_40.wav	kuletsa mu sweetshirt yotuwa kumasankha masamba m sitolo 	16	6919	16000
91	221113-081436_nya_394_elicit_41.wav	galu wamng ono akuyenda mu udzu panja 	16	3539	16000
92	221113-081436_nya_394_elicit_42.wav	kamnyamata kakang ono kovala malaya obiriwira ndi abuluu atakhala m galimoto yomanga 	16	6806	16000
93	221113-081436_nya_394_elicit_43.wav	kalulu wamkulu wagolide akudumphira pamwamba pa galu wina wamng ono wakuda 	16	7033	16000
94	221113-081436_nya_394_elicit_44.wav	magalimoto amathamanga mozungulira bwalo la mpikisano galimoto yachikasu yomwe ili ndi nambala zisanu kenako nambala twenty two ndi nambala twenty nine 	16	13567	16000
95	221113-081436_nya_394_elicit_45.wav	gulu la anthu likuyang ana mpikisano wokokera kumayambiriro ndikuwona moto wagalimoto 	16	9755	16000
96	221113-081436_nya_394_elicit_46.wav	munthu ali ndi chigoba chomwe chimakhala ndi mphuno yofiira ndi bandanna yakuda pa nkhope yake 	16	8780	16000
97	221113-081436_nya_394_elicit_47.wav	chithunzichi chikuchitika mkati mwa khitchini yaikulu yogulitsa malonda momwe anthu akupanga chowoneka ngati buledi 	16	11729	16000
98	221113-081436_nya_394_elicit_48.wav	bambo wina wachikulire wa ku asia akuyang ana kamera pa gulu lalikulu la anthu 	16	6329	16000
99	221113-081436_nya_394_elicit_49.wav	gulu la achinyamata likujambula chithunzi cha gulu pamene mwamuna akudumpha panjinga 	16	7713	16000
100	221028-144622_nya_394_elicit_0.wav	gulu limodzi la akazi ndi gulu la amuna omwe amamwa ndi kusangalala 	16	7033	16000
101	221028-144622_nya_394_elicit_1.wav	mayi wovala chovala chakuda ndi bulazi ya beige amayang ana zomwe zili mugalasi lake 	16	8848	16000
102	221028-144622_nya_394_elicit_2.wav	mnyamata wovala malaya ovala akuyang ana pansi ali ndi gulu loimba ndi anthu ovina kumbuyo kwake 	16	7623	16000
103	221028-144622_nya_394_elicit_3.wav	bambo yemwe ali ndi malaya oyera m mwamba ndi bulawuti woderapo akusewera ng oma 	16	7396	16000
104	221028-144622_nya_394_elicit_4.wav	bambo wa blond wandevu wagwira dzanja la mkazi wa tsitsi lapinki pakati pa anthu omwe anali pa konsati 	16	8235	16000
105	221028-144622_nya_394_elicit_5.wav	gulu laling ono lopangidwa ndi anyamata achichepere four ali pakati pakuchita 	16	6715	16000
106	221028-144622_nya_394_elicit_6.wav	wotsetsereka akugwedezeka kuchokera kuseri kwa magalasi pa chizindikiro chokha cha akatswiri pamene mapiri atakutidwa ndi chipale chofewa akudzaza mlengalenga chakumbuyo 	16	18944	16000
107	221028-144622_nya_394_elicit_7.wav	azimayi atatu amavina atakumbatirana mapewa pamene gulu loimba likusewera pa siteji 	16	9687	16000
108	221028-144622_nya_394_elicit_8.wav	osewera akusewera ndi ng oma wamkulu akukweza ng oma zake kuti aukire membala wina 	16	8462	16000
109	221028-144622_nya_394_elicit_9.wav	mnyamata yemwe ali ndi magalasi ndi chipewa akusewera gitala yamagetsi atawerama pa studio 	16	8938	16000
110	221028-144622_nya_394_elicit_10.wav	azimayi awiri amavinira limodzi kutsogolo kwa gulu loimba komanso chikwangwani cholembedwa kuti live in concert 	16	10731	16000
111	221028-144622_nya_394_elicit_11.wav	jazz quartet pa siteji yakuda imasewera nyimbo ndikusangalatsa wovina wamwamuna yekhayo atavala malaya oyera okhala ndi zofiira ndi zakuda pamene mwamuna wa tsitsi lakuda ndi masharubu akuyang ana kumbali 	16	18671	16000
112	221028-144622_nya_394_elicit_12.wav	gulu la oimba akuimba m chipinda pamaso pa khamu la anthu kuphatikizapo mwamuna mmodzi wovala jekete ya cheki ndi mtsikana wa tsitsi lapinki 	16	12387	16000
113	221028-144622_nya_394_elicit_13.wav	bambo wina wovala ma suspenders ndi chipewa cha fedora akusewera kiyibodi ndikuyimba kusangalatsa khamu la anthu 	16	10753	16000
114	221028-144622_nya_394_elicit_14.wav	mwamuna wovala malaya ofiira akukokera kalavani kakang ono kodzaza ndi zitsulo zachitsulo pamwamba pake 	16	11479	16000
115	221028-144622_nya_394_elicit_15.wav	mlatho ndi mkwati akuvina mwamwayi paphwando 	16	6420	16000
116	221028-144622_nya_394_elicit_16.wav	mayi wina watsitsi lofiirira atavala malaya oyera waima pakhomo atazunguliridwa ndi madengu pamene mkazi wovala malaya ofiira akudutsa 	16	11162	16000
117	221028-144622_nya_394_elicit_17.wav	anthu ochokera kumudzi wina akusonkhanitsa zinthu 	16	5082	16000
118	221028-144622_nya_394_elicit_18.wav	anthu ambiri amasonkhanitsa mabotolo a mowa ndi zipewa mu milu mu fuko losauka 	16	8054	16000
119	221028-144622_nya_394_elicit_19.wav	gulu la anthu lazungulira mayi wina atanyamula cholembera ndi pensulo 	16	6171	16000
120	221028-144622_nya_394_elicit_20.wav	mwamuna wovala malaya a beige atakhala pampando wamchenga atagwira ukonde woyera 	16	7214	16000
121	221028-144622_nya_394_elicit_21.wav	munthu wakuda wavala chipewa cha buluu wotuwa ndi malaya achikasu wakhala pampando akuwala nsapato 	16	9324	16000
122	221028-144622_nya_394_elicit_22.wav	mwamuna wina wa ku africa akukankha ngolo yolemera kwambiri yodzaza ndi katundu 	16	7668	16000
123	221028-144622_nya_394_elicit_23.wav	gulu la akazi anayi ovala mwachikhalidwe akupereka chidziwitso kwa mayi wachisanu wa chikhalidwe chofanana 	16	11298	16000
124	221028-144622_nya_394_elicit_24.wav	azimayi atatu omwe ali ndi mapanga m mutu akukumba dothi 	16	5082	16000
125	221028-144622_nya_394_elicit_25.wav	mayi wotukuka wofunda kumutu akuyang ana pepala atayima padothi 	16	6261	16000
126	221028-144622_nya_394_elicit_26.wav	anthu amenewa ovala zovala zokongola komanso ena atanyamula madengu akuyenda paulendo wawo wachipembedzo pobwerera kwawo kuchokera kumsika 	16	14247	16000
127	221028-144622_nya_394_elicit_27.wav	anthu anayi amayenda mozungulira malo oimika magalimoto kutsogolo kwa nyumba yokongola kwambiri pomwe dzuwa likutuluka kumbuyo kwake 	16	12568	16000
128	221028-144622_nya_394_elicit_28.wav	mwana atagona pa chipatala chachipatala pafupi ndi tv monitor yomwe idayikidwa pakhoma 	16	9551	16000
129	221028-144622_nya_394_elicit_29.wav	bambo wina wovala jekete la buluu akutsegula kwambiri maso ake aakulu abuluu pamene munthu wina kumbuyo kwake akutseka maso ake akutseka pakamwa pake 	16	11820	16000
130	221028-144622_nya_394_elicit_30.wav	mnyamata wakuda ndi sweti ya lalanje paphewa pamaso pa mulu wa zipatso mumsewu 	16	7986	16000
131	221028-144622_nya_394_elicit_31.wav	azimayi asanu ovala nsonga zofiira zofiira ndi masiketi amfupi akuda amaima kutsogolo kwa galimoto yamasewera 	16	11502	16000
132	221028-144622_nya_394_elicit_32.wav	mayi wina yemwe waima kutsogolo kwa khoma atanyamula chitini cha bud light atamanga malaya ake pa kansalu kakang ono 	16	11411	16000
133	221028-144622_nya_394_elicit_33.wav	anyamata ang onoang ono awiri akusewera mpira ndipo akulimbirana kuwongolera mpira m bwalo la mpira lomwe lili ndi magalimoto kumbuyo 	16	11116	16000
134	221028-144622_nya_394_elicit_34.wav	mnyamata wovala vest ali pamoto ndipo akuloza chala akumwetulira munthu wina 	16	6647	16000
135	221028-144622_nya_394_elicit_35.wav	amuna ankhondo ovala masuti abuluu ndi ofiira amaima mumsewu 	16	5467	16000
136	221028-144622_nya_394_elicit_36.wav	bambo wina wa ku asia wovala malaya oyera ananyamula mutu wa chinjoka wabodza womwe unali utakutidwa ndi zonyezimira usiku pamene anthu ena ankachita nawo paradeyo kapena kuyang ana 	16	20373	16000
137	221028-144622_nya_394_elicit_37.wav	mtsikana wina atakhala pampando pafupi ndi mtengo ndipo wina waima pambali pake m mphepete mwa msewu 	16	7260	16000
138	221028-144622_nya_394_elicit_38.wav	munthu akuyenda kamng ono woyera ndi galu wamkulu woyera pazingwe 	16	8394	16000
139	221028-144622_nya_394_elicit_39.wav	mnyamata wakuda paphiri m dziko lachilendo akuloza chinachake 	16	5195	16000
140	221028-144622_nya_394_elicit_40.wav	mayi akugwira ntchito mwamtendere kupanga mphasa yokongola komanso yokongola pomwe mwana wawo wamwamuna amasilira luso lake 	16	13022	16000
141	221028-144622_nya_394_elicit_41.wav	mayi akuyang ana kachikwama kake ali panja pa cafe 	16	6692	16000
142	221028-144622_nya_394_elicit_42.wav	misana ya mitu ya amuna awiri omwe akutseka makutu awo pamene akukwera sitima yapansi panthaka 	16	9755	16000
143	221028-144622_nya_394_elicit_43.wav	mwana yemwe ali ndi zotchingira mphepo za buluu akukwera m miyala ingapo 	16	7441	16000
144	221028-144622_nya_394_elicit_44.wav	gulu la anthu ogwira ntchito ovala mayunifolomu abuluu likuguba motsatira njira 	16	8507	16000
145	221028-144622_nya_394_elicit_45.wav	bambo akugwira ntchito yoboola mumtsinje ndi makina obowola a munthu mmodzi 	16	8258	16000
146	221028-144622_nya_394_elicit_46.wav	mwamuna wovala t sheti yoyera ndi magalasi akuda otetezera akugwira ntchito ndi botolo lagalasi m sitolo yokhala ndi khoma la miyala 	16	12342	16000
147	221028-144622_nya_394_elicit_47.wav	gulu la ochita zisudzo likukopa chipinda chodzaza ndi omvera ndi zolemba zawo za nyimbo 	16	9619	16000
148	221028-144622_nya_394_elicit_48.wav	anthu omwe ali pakhonde akumulamulira munthu wa kabudula woyera ngati chidole 	16	7260	16000
149	221028-144622_nya_394_elicit_49.wav	munthu wogwada akuweramitsa khutu lake kuti amvetsere mnzake ali kutsogolo kwa gitala ndi zida zomvetsera 	16	9392	16000
150	221026-111146_nya_394_elicit_0.wav	anthu asanu ndi mmodzi akhala mumtsinje wosaya akumanga nyumba zamatope 	16	7418	16000
151	221026-111146_nya_394_elicit_1.wav	atsikana awiri achichepere akuseka mwaphokoso pamene akusewera ndi malaya awo ogona 	16	7872	16000
152	221026-111146_nya_394_elicit_2.wav	anyamata awiri pabalaza pabalaza atagwirana manja moyang anizana uku akudumpha m mwamba ndikukankha miyendo kumbuyo 	16	13294	16000
153	221026-111146_nya_394_elicit_3.wav	msungwana wovala jumpsuit yobiriwira ndi magalasi okhala ndi dzuwa lokongola kumbuyo 	16	7940	16000
154	221026-111146_nya_394_elicit_4.wav	azimayi awiri ovala zovala zogona ali gone pansi akuseka 	16	4764	16000
155	221026-111146_nya_394_elicit_5.wav	njovu yanyamula chinachake m chitamba mwake ndipo yaphimbidwa ndi nsalu yowala kwambiri 	16	9369	16000
156	221026-111146_nya_394_elicit_6.wav	bambo wina amene wavala juzi la tan wakhala pansi akuimba violin yake pogwiritsa ntchito mpando ngati choimbirapo nyimbo 	16	10799	16000
157	221026-111146_nya_394_elicit_7.wav	mwamuna yemwe ali ndi thanki yachikasu pamwamba ndi mnzake wovala malaya oyera fufuzani grill 	16	8530	16000
158	221026-111146_nya_394_elicit_8.wav	asilikali omwe ali m chipululu komanso ovala zida zonse amadziwonetsera ngati gulu pafupi ndi tsinde la mbendera 	16	10186	16000
159	221026-111146_nya_394_elicit_9.wav	mkwatibwi wovala chovala chofiira ndi mkwatibwi mu tuxedo akukondwerera ukwati wawo 	16	7600	16000
160	221026-111146_nya_394_elicit_10.wav	gulu la amuna ovala masuti akuyenda mumsewu wa paki 	16	4083	16000
161	221026-111146_nya_394_elicit_11.wav	nkhalamba ndi gogo wopaka tsitsi akuseka nthabwala atakhala moyandikana patebulo 	16	7645	16000
162	221026-111146_nya_394_elicit_12.wav	bambo atakwera ma escalator atanyamula kapu yofiira ndi yoyera akuyang ana mmwamba 	16	6874	16000
163	221026-111146_nya_394_elicit_13.wav	mtsikana wovala malaya ofiira komanso mnyamata wovala juzi lobiriwira akusewera nintendo 	16	7781	16000
164	221026-111146_nya_394_elicit_14.wav	pali anthu angapo akuyang ana munthu mumlengalenga ndi mlengalenga mozunguliridwa ndi mapiri ndi matalala 	16	9574	16000
165	221026-111146_nya_394_elicit_15.wav	amuna asanu ovala zoyera akukwera pa njovu zopakidwa utoto wonyezimira 	16	7078	16000
166	221026-111146_nya_394_elicit_16.wav	munthu wakwera njovu pamene wina akugwira mutu wa njovu 	16	5921	16000
167	221026-111146_nya_394_elicit_17.wav	gulu la akazi ovala malaya ofiira akuimba limodzi 	16	4378	16000
168	221026-111146_nya_394_elicit_18.wav	goli wovala jersey yabuluu akugwira mpira wosewera mpira wovala jeresi yofiyira 	16	9460	16000
169	221026-111146_nya_394_elicit_19.wav	munthu wa magalasi adzuwa akabudula a buluu ndi malaya oyera akumenya mpira wa tenisi 	16	7123	16000
170	221026-111146_nya_394_elicit_20.wav	gulu la anthu asanu ambiri a iwo anali ana atayima paphiri akuyang ana kanyama kakang ono 	16	7940	16000
171	221026-111146_nya_394_elicit_21.wav	agalu awiri oyera akusewera ndi mpira walalanje mu udzu wouma 	16	5898	16000
172	221026-111146_nya_394_elicit_22.wav	anthu angapo amajambula zithunzi ndi ma tripod mu chipale chofewa 	16	6080	16000
173	221026-111146_nya_394_elicit_23.wav	ana asanu akuthamanga mumsewu wokutidwa ndi chipale chofewa 	16	5445	16000
174	221026-111146_nya_394_elicit_24.wav	mnyamata wovala chovala chakuda akukwera paphiri lachisanu pa sled wofiira 	16	7691	16000
175	221026-111146_nya_394_elicit_25.wav	pali mayi wina amene wakhala pamalo onyezimira kwambiri mutu wake utaweramira pang ono ndipo anthu ena atakhala pamalo omwewo 	16	11525	16000
176	221026-111146_nya_394_elicit_26.wav	amuna awiri akuphika chakudya pakona ya msewu 	16	4469	16000
177	221026-111146_nya_394_elicit_27.wav	owotcherera amapanga zidutswa zina za nyumba yabwino yomwe ili ndi maambulera alalanje 	16	9438	16000
178	221026-111146_nya_394_elicit_28.wav	amuna anayi ovala zovala zofiira zokhala ndi mitanda akuthamanga paphiri 	16	6670	16000
179	221026-111146_nya_394_elicit_29.wav	galu wabulauni akuthamanga panjira ya chipale chofewa 	16	4287	16000
180	221026-111146_nya_394_elicit_30.wav	galu woyera ndi galu wakuda ndi woyera akuthamanga mu udzu 	16	5422	16000
