220813-165251_loz_969_elicit_0	ha sa li siya feela nja ya ineela ku ca nama yeo 
220928-035559_loz_0da_elicit_18	a li bo nongolo ba ka yo ni fumana mwa libingi ku munyan a bona mwa komboni ya leluwe 
220928-035559_loz_0da_elicit_19	mu ta ba zibisa cwalo 
220928-035559_loz_0da_elicit_20	njolo ha kela fa mulobezi na sa iponisa ku swaba ka munn a hae kamuyongole na lelile ku to bata musebezi mwa libingi 
220928-035559_loz_0da_elicit_21	mwa libingi a lemuha kuli ku na ni ba ba ka kona ku mu ziba 
220928-035559_loz_0da_elicit_22	haili njolo yena na zibwa ki ba bañata kakuli na to potelanga mulamwae sipai 
220928-035559_loz_0da_elicit_23	mi ñohola kona mwa na til o cela kilisimasi ku zwa kwa wankie 
220928-035559_loz_0da_elicit_24	luli ba habo nongolo a ba koni ku timelelwa njolo mi ba sa mu bona feela ba ta tokwa ku bona ni nongolo 
220928-035559_loz_0da_elicit_25	kamuyongole nihakulicwalo na si ka twaela naha bukuwa mi ku yena ha bona makomboni tuna a li ha ba na ku mu fumana ne ba ta ziba kuli ki yena ya wile mali a nongolo 
220928-035559_loz_0da_elicit_26	njolo yena na ziba kuli kwa konahala ku swaliwa mi yena na kenezwi hahulu ki sabo 
220928-035559_loz_0da_elicit_27	njolo a taluseza muhulwan a he kulobone kuli bo nongolo ba itangetile kakuli pumulo ya bona me se i felile 
220928-035559_loz_0da_elicit_28	kulobone a lemuha kuli baenyi ba hae ne ba sa tabeli ku pota pota mwa taunu 
220928-035559_loz_0da_elicit_29	kono ha se ku fitile mazazi a malalu kamuyongole a hupula ku yo bata bata musebezi mwa taunu 
220928-035559_loz_0da_elicit_30	ha fita mwa mikwakwa ni masintolo a matuna ni buñata a ikoliswa kuli u ta ikola ku pila mwa taunu ni mulatiwa wa hae 
220928-035559_loz_0da_elicit_31	ha nze a zamaya cwalo a bona kwa sintolo se si fa kaufi batu ba ba supa supa kwa na tahelela 
220928-035559_loz_0da_elicit_32	ba bulela ka ku tiisa ba nze ba yemi ni mupokola 
220928-035559_loz_0da_elicit_33	mupokola a liba ona kwa na tahelela kamuyongole a latelelwa ki munna ni mutangana 
220928-035559_loz_0da_elicit_34	mupokola ha fita ku kamuyongole a li tioneni citupa canu bambo 
220928-035559_loz_0da_elicit_35	mupokola foo na buza ka sinyanja kuli a bone situpa sa kamuyongole 
220928-035559_loz_0da_elicit_36	kono kakuli kamuyongole na sa zibi sinyanja a alaba mupokola a li shaa mupokola a li u yankha ine kuti shaa iwe 
220928-035559_loz_0da_elicit_37	wa cokela kuti mwa sinyanja ku bulla mutu kuli shaa kuti ki ku iwaha mi mupokola na halifile kakuli na sa zibi kuli mwa silozi ki ku alaba ka likute 
220928-035559_loz_0da_elicit_38	kamuyongole a li ha ni utwire mu bulela 
220928-035559_loz_0da_elicit_39	munna ya na zamaya ni mupokola a mu kupa kuli ba siye kamuyongole kakuli a ki yena ye ne ba tokwa 
220928-035559_loz_0da_elicit_40	ne ba latelela mutu ya na uzwize mukotana wa yena munna yoo mwa na beile hembe ya na sa zo leka ni mali a likana lishumi ni masheleni a malalu ni tiki 
220928-035559_loz_0da_elicit_41	kamuyongole na kenwi hahulu ki sabo mupokola a man o mu siya kakuli mane ku yena na li ki kale a swalwa 
220928-035559_loz_0da_elicit_42	mwa pilu ya hae kwa taha mihupulo ye sipai haiba u zibana ni kulobone ni tuha ni swaleha hona fa 
220928-035559_loz_0da_elicit_43	kakuli na ta lumela kuli nongolo u itangetile u ta fumana kuli ni yangile muhulwan a hae kapa ni bata ku eza cwalo 
220928-035559_loz_0da_elicit_44	hape a sa ziba feela kuli u fitelezi u ta ñolela teni ku mu buza 
220928-035559_loz_0da_elicit_45	ha na ku alabiwa mi kulobone u ta fumana kuli munyan a hac u mu pumile ha ize ni munyan a nongolo 
220928-035559_loz_0da_elicit_46	kwa lusaka ha kuna ba ba mi ziba ha ni zibi kapa njolo u zibwa ki ba bañata kwa teni 
220928-035559_loz_0da_elicit_47	mwendi ni lukela ku balehela kwa teni ni si ka wela kale mwa mazoho a mapokola 
220928-035559_loz_0da_elicit_48	busihu kakuli ne ba lobala ndu ilinwi ka ha ne li mutu ni mulamwae ba lukisa za musipili wa ku ya kwa lusaka 
220928-035559_loz_0da_elicit_49	kamuyongole kwa ku funduka ni kona kwa ba ni butata bo bunwi kakuli ne ba libelelwa ku ya kwa sitima se si ya mwa buse isini sa kwa mutulo 
220815-192827_loz_006_elicit_0	a punyehela mwa munzi o bizwa lukena ili wa mwene mutondo 
220815-192827_loz_006_elicit_1	na sa zibi kuli munzi woo ki ufi mi ki wa mañi 
220815-192827_loz_006_elicit_2	a bona musali kwa mandamino mi a liba ku yena ku buza kuli munzi wo ki wa mañi 
220815-192827_loz_006_elicit_3	a man o ziba kuli ki wa mulena mutondo a buza kwa ndu ya kapaso yo muhulu 
220815-192827_loz_006_elicit_4	kamuyongole a man o bonana ni ngobi kapaso yo muhulu a talusa kuli ki mesinja ya lumilwe ki mubusisi ku to telisa 
220815-192827_loz_006_elicit_5	ngobi na zibana hahulu ni bo mesinja ba kwa nkambe kaufela kono munna yo na sa mu zibi 
220815-192827_loz_006_elicit_6	kapili a lemuha kuli ki lisholi ya na bata fecla ku puma batu mubusisi a sike a luma mesinja yo munca ku to telisa a linosi 
220815-192827_loz_006_elicit_7	ka litohonolo hape ona mwa muleneni moo ne ku na ni bo mesinja ba balalu ba ne ba lumilwe ki 
220815-192827_loz_006_elicit_8	mubusisi ku to tusa batu ba muleneñi ku ba zumela litau ze ne ba kataza 
220815-192827_loz_006_elicit_9	ngobi a li ku muenyi wa ha ni itumezi ndate ku ziba kuli mu batu ba muso 
220815-192827_loz_006_elicit_10	ni na kona mo ni yambaelelanga ona cwalo ha mi lumilwe 
220815-192827_loz_006_elicit_11	mu mi litele mi sa yo biza musal a ka a to mi ezeza lico 
220815-192827_loz_006_elicit_12	ngobi a man o yema kamuyongole a li kota ye mezi ha ikweli 
220815-192827_loz_006_elicit_13	ha ni ta zwa fa hape ni yo puma basili mane ni punyuhe ha ni ta yo yema haisi kwa buputukisi 
220815-192827_loz_006_elicit_14	ngobi na si ka yo biza musal a hae na il o biza bomesinja kuli ba to ziba wa habo bona 
220815-192827_loz_006_elicit_15	bo mesinja ba ziba kamuyongole kakuli ha fita fa nkambe ni bona ne ba si ka funduka kale mine li ba bañwi ba ne ba il o mu bona 
220815-192827_loz_006_elicit_16	ku kamuyongole ha ba to ina yena na li ba til o mu lumelisa 
220815-192827_loz_006_elicit_17	yo munwi wa bona bo mesinja bao a man mu lumelisa a li bati ni tabilwe ki muutwa ndate ha mu na siitomoliso 
220815-192827_loz_006_elicit_18	ne li tipa haiba mu na ni yona 
220815-192827_loz_006_elicit_19	na kupa cwalo kuli haiba sikebenga se si na ni silemano si si zuse fa mubili pili ba si ka si tundanisa 
220815-192827_loz_006_elicit_20	kamuyongole tipa na na ni yona mi ha i zwisa mwa pokoto 
220815-192827_loz_006_elicit_21	a zwisa ni mawenge a na tobile mi ona kuli a ba kolwise kuli ki mesinja luli 
220815-192827_loz_006_elicit_22	ba man o nga tipa ku yena ka kozo ba mu tulelela mi a si ka ziba kuli ba bata ku ezañi ba mu tama ka mawenge a hae 
220815-192827_loz_006_elicit_23	ba mu latakela mabaka a na likani ni bukebenga bwa hae kono kamuyongole a tiisa kuli mu ni nataka feela ni mesinja 
220815-192827_loz_006_elicit_24	ba mu fafaza ka mabaka ba nze ba li ki wena kamuyongole u tobile iwa ku ziba 
220815-192827_loz_006_elicit_25	ku si ka fita nako kamuyongole a ipumana kuli u buhiwa ki sicaba hape mwa lukena 
220815-192827_loz_006_elicit_26	bo mesinja ba babeli ba mu isa kwa nkambe 
220815-192827_loz_006_elicit_27	ba yo fumana kuli mesinja ya n a natile u mwa sipatela mi mutahali wa hae u luluhile ni ku kweta 
220815-192827_loz_006_elicit_28	pata ni yona pwekukile ka siheta a kamuyongole mubusisi a itumela ku bo mesinja bao mi habusa kamuyongole a iswa kwa mongu 
220815-192827_loz_006_elicit_29	kamuyongole ya na sa ile liiko a buhiwa hape 
220815-192827_loz_006_elicit_30	mboma ha zwile kwa jubeke na keni bupokola mwa jele mi a amuhela kamuyongole ka mabaka a sina mukekecima ba ba toyani ha ba tokwi ku kopana 
220815-192827_loz_006_elicit_31	lipaki za taba ya kamuyongole kaufela za biziwa a man o talusa kuli ki yena ya na bulaile nongolo hape mwa lusaka u bulaile njolo 
220815-192827_loz_006_elicit_32	lipaki ze tuna ne li ambulula kwa wankie kulobone mwa libingi ni captain jogoi muzamaisi wa mota 
220815-192827_loz_006_elicit_33	ba kaufela me ba bizizwe 
220815-192827_loz_006_elicit_34	ziki ni yena a taha ku to paka za na zibile ha na nza bata mi taba i man o fela ziki a huliswa 
220815-192827_loz_006_elicit_35	punga ni yena a man o utwa za labuzi munyan a hae a taha kwa mongu ku to mu bona ni ku to utwa katulo ya hac 
220815-192827_loz_006_elicit_36	bo punga ni kamuyongole ku zwa ka 1945 ne ba sa nolelani kakuli munyan a mutu a li ku ya kwa bukuwa a sa holeli muhulwan a hae 
220815-192827_loz_006_elicit_37	sa ma saba ki kuli batu ha ba ta ziba kwa inzi mapokola ba ta mu fumana ka bunolo 
220815-192827_loz_006_elicit_38	masapo a nongolo ni ona na fumanwi ki musali ni munna yo munwi ba ne ba hupuzi ku ikezeza simu fa kaufi ni musindi kwa na bulaezwi 
220815-192827_loz_006_elicit_39	ba man o lemuha kuli ba pumbuzi masapo a mutu ba ziba kuli ki yena mutu ya na batiwa lilimo ze felile mi ba yo biha taba kwa nkambe ya mankoya 
220815-192827_loz_006_elicit_40	zazi lei atulwa taba ya kamuyongole ndu ye atulelwanga milatu ya ku bulaya batu ya tala batu ba ne ba til o utwa katulo ya hae mulena wa mikiti ya na ile liiko 
220815-192827_loz_006_elicit_41	a talusa ku kala ka mwa na latezi njolo mwa na bulaezi nongolo mwa na picaukela mapokola 
220815-192827_loz_006_elicit_42	mwa na bulaezi njolo mwa tobezi kwa kitwe kaufela ku sina sa na patile 
220815-192827_loz_006_elicit_43	njolo ha i biza mutu i mu bizeza kwa limosi kapa kwa likuluyoka 
220815-192827_loz_006_elicit_44	takazo ya ze maswe ni yona i cwalo 
220815-192827_loz_006_elicit_45	kamuyongole a atulelwa lifu ka ku bulaya batu ba babeli 
220815-192827_loz_006_elicit_46	ka la yenda 1947 a silahiwa mwa libingi 
220815-192827_loz_006_elicit_47	babali ba iponele ko ne i bizelize njolo kamuyongole 
220815-192827_loz_006_elicit_48	seo mutu a si cala u ta si kutula 
220815-192827_loz_006_elicit_49	kale kale kwa simuluho tau ne i lilanga sina ngu ka mukwa o cwalo ne i kona ku swala lifolofolo ka bunolo ni ku li ca 
220821-215724_loz_006_elicit_0	batu ba nyema hahulu mane ba ba isa ku mulena ku y o zekiswa 
220821-215724_loz_006_elicit_1	mulena a li ku bona mu tile mi mu nunile kakuli ne munze mu icela lico ze ne mu filwe ku libelela 
220821-215724_loz_006_elicit_2	ha ni na ku mi bulaya kono ni ta mi luta tuto ye mu sike mwa libala 
220821-215724_loz_006_elicit_3	ni ta mi fetula lifolofolo ze bata ku swana ni batu 
220821-215724_loz_006_elicit_4	kono batu ba ta mi lelekisa mwa minzi ya bona kakuli mu ta ba masholi ku ya ku ile 
220821-215724_loz_006_elicit_5	mu ta pila mwa mushitu maliha luna lu nze lu ikola mulilo 
220821-215724_loz_006_elicit_6	mu ta ya cwalo mwa kubo ya mubu mu sa pili ni luna 
220821-215724_loz_006_elicit_7	masholi ba ba fetulwa linjoko mi ha ba bona bumaswe bwa libupeho za bona ba kenelwa ki maswabi a matuna 
220821-215724_loz_006_elicit_8	mane ba yo i pata mwa mushitu 
220821-215724_loz_006_elicit_9	haiba mutu a ya mwa mishitu ya africa u ta fumana kuli kamita bo kokoñu ni pizi ya mwa naheni ki balikani ba batuna 
220821-215724_loz_006_elicit_10	mi ba zamaya hamoho mwa mutapi u limunwi 
220821-215724_loz_006_elicit_11	ka zazi le liñwi pizi ya kupa lifolofolo ze nwi kuli li i tuse kwa ku bulaya kwena kakuli ne i feza lifolofolo 
220821-215724_loz_006_elicit_12	lifolofolo za hana kakuli ne li saba kwena 
220821-215724_loz_006_elicit_13	kwa mafelelezo kokoñu ya li ni ta tusa haiba u lumela muhupulo wa ka 
220821-215724_loz_006_elicit_14	muhupulo wa hao ki ufi pizi ya buza 
220821-215724_loz_006_elicit_15	kokoñu ya alaba ya li lu nwe mezi kaufela a mwa lisa mo kuli lu kone ku bona kwena ni ku i bulaya 
220821-215724_loz_006_elicit_16	pizi ya li kimulelo o munde 
220821-215724_loz_006_elicit_17	mi za kala ku nwa mezi 
220821-215724_loz_006_elicit_18	kwena ye manyalu ha i bona se si ezahala ya zwa mwa lisa kapili pili mi ya landamanena kwa nuka ye ne li fa kaufi 
220821-215724_loz_006_elicit_19	kokonu ni pizi za i swala za kala ku i lumaka ni ku i lahaka 
220821-215724_loz_006_elicit_20	kapili ya ba ni litombo mi ya nyema hahulu kakuli miteni yeo ne i na ni litalo le linde le li bunolo nolo 
220821-215724_loz_006_elicit_21	zai lumaka hahulu mane mayayu a yema fa mubili wa yona kaufela mi a bile ona makakalapa a maswe a i na ni ona kacenu 
220821-215724_loz_006_elicit_22	kwa mafelelezo kwena ya yo fita kwa nuka kono litalo la yona ne li se li sinychile 
220821-215724_loz_006_elicit_23	ku tuha foo kokoñu ni pizi li bile balikani 
220821-215724_loz_006_elicit_24	ha li ya kwa ku nwa mezi kwa nuka li tokomela hahulu kuli li sike za swalwa ki kwena 
220821-215724_loz_006_elicit_25	kakuli i li swalezi sikoloti sa ku i iwanisa 
220821-215724_loz_006_elicit_26	kwa simuluho sipulumuki ne si sina mibala mi ne si se sine sina mo si inezi kacenu 
220821-215724_loz_006_elicit_27	ka zazi le linwi sipulu muki sa bona linyunywani za mafufa a mibala ye miñata ye minde 
220821-215724_loz_006_elicit_28	sa komoka hahulu kuli mane sa ya ku zona ku yo li buza ko li fumani mafufa a mande 
220821-215724_loz_006_elicit_29	linyunywani za alaba za li zamaya u yo buza liba li ku bonise ko ku bulukwa mibala ye minde 
220821-215724_loz_006_elicit_30	sipulumuki sa eza sina mo ne si bulelezwi mi sa kupa liba kuli a si base mibalabala ye minde 
220821-215724_loz_006_elicit_31	liba la li ni ta ku tusa 
220821-215724_loz_006_elicit_32	ha u bona tembwe nambwamutalati mwa li halimu u tahe kuna hape mi ni ta ku isa kwa teñi 
220821-215724_loz_006_elicit_33	kanako ye nwi ha ku se ku ba ni tembwe mwa halimu 
220821-215724_loz_006_elicit_34	sipulumuki sa kuta mi sa ya ni tumbombo ni bo handatuti ba ba ne ba bata ku basiwa 
220821-215724_loz_006_elicit_35	liba la li mu swanezi ku ni swala mwa mulala mi ni ta mi fufisa ni ku mi isa ku tembwe 
220821-215724_loz_006_elicit_36	sipulumuki ni bo tumbombo za eza cwalo mi liba la fufa ku yo kena mwa tembwe ni ku kuta 
220821-215724_loz_006_elicit_37	sipulumuki wale sa ba ni mibala ye minde ni tumbombo cwalo 
220821-215724_loz_006_elicit_38	kono ka maswabi ne ku sina wa ku zona ya na tapile kwa mahutu ba si ka itingeta kale mwa mulala wa liba 
220821-215724_loz_006_elicit_39	mubala o munsu wa masila a zona wa siyala mwa mulala waliba mi u sa bonahala ni kacenu 
220821-215724_loz_006_elicit_40	kono liba ha li bilaeli kakuli u bonisa lifasi kaufela kuli ne li lona le ne li tusize sipulumuki ku ba se sinde 
220821-215724_loz_006_elicit_41	ku bulelwa kuli kamita munna ki mutu ya pepelwa makandauko ku fita musali 
220821-215724_loz_006_elicit_42	luli hañata ku cwalo kono ha ki munna kaufela ya kandaukile ku fita musali 
220821-215724_loz_006_elicit_43	bashemi ba hae ha pepwa ne ba itumba ka yena ba sa zibi kuli mikwa ya hae i ta ba ye komokisa sina sifateho sa hae sene ba buha nako ni nako 
220821-215724_loz_006_elicit_44	kamuyongole na pepezwi mwa sikiliti sa mongu ili mwa silalo sa makuku mwa munzi o bizwa sikupi 
220821-215724_loz_006_elicit_45	bashemi ba hae bubeli bwa bona hakuna ya na keni sikolo 
220821-215724_loz_006_elicit_46	kono ne kuli cwalo ndatahe manyando na tabela kuli mwan a hae a kene sikolo 
220821-215724_loz_006_elicit_47	kakuli likomu li ta liswa ki punga muhulwan a kamuyongole 
220821-215724_loz_006_elicit_48	a mano kena sikolo ka 1936 kamuyongole a kona ku fita mwa standard il ka 1941 
220813-203957_loz_969_elicit_0	kale linyunywani ni bo sikampafwa ne ba isweli bulikani 
220813-203957_loz_969_elicit_1	ka linako zeo linyunywani ni bo sikampafwa me li sa koni ku fufa 
220813-203957_loz_969_elicit_2	mi hape ne li sa koni ku opela hamunati sina nako ye 
220813-203957_loz_969_elicit_3	linyunywani hamoho ni bo sikampafwa ne li nze li swenywa ki lila za zona 
220813-203957_loz_969_elicit_4	likaze mi ne nze li shwa ka buñata 
220813-203957_loz_969_elicit_5	mwa hala manyando a cwalo ze nyinyani ze ne li siyezi za kopana hamoho 
220813-203957_loz_969_elicit_6	ku kupa mubupi wa zona kuli a li tuse ku punyuha kwa lila za zona kakuli likaze ne li na ni butali ni mata ku li fita 
220813-203957_loz_969_elicit_7	ki ha mubupi a nga mu zuzunyana ku nahana bakeni sa pilaelo ya zona 
220813-203957_loz_969_elicit_8	mi wale ki ha fa linyunywani ni bo sikampafwa mafufa kuli li kone ku fufa ni ku punyuha kwa lila za zona 
220813-203957_loz_969_elicit_9	ha li se li filwe mpo yeo linyunywani za taba hahulu mane za felela 
220813-203957_loz_969_elicit_10	mwa halimu ku opela lipina za buitumelo zeo li sa opelwa ki zona ni kacenu 
220813-203957_loz_969_elicit_11	ka ku tokwa lizwalo bo sikampafwa ba hasana ba si ka itumela ku mubupi wa bona 
220813-203957_loz_969_elicit_12	cwale muñ a bona a li mina bo sikampafwa ni ha mu fufa fufa cwalo a mu sa na ku lumelelwa 
220813-203957_loz_969_elicit_13	ku kopana ni linyunywani ze nwi kakuli ha mu na buitumelo mi ku zwa ona fa 
220813-203957_loz_969_elicit_14	mu ka fufafufanga busihu linyunywani ha li lobezi ha ku sina lizazi le li kanyeza lifasi 
220813-203957_loz_969_elicit_15	kwa simuluho tapi ne i pila fa likamba sina libupiwa ze twi 
220813-203957_loz_969_elicit_16	kono tapi ne i na ni mikwa ye maswe kakuli kamita ne i tabela hahulu ku beteka libupiwa ze ñwi 
220813-203957_loz_969_elicit_17	mi ne lata ku bona ha li omana 
220813-203957_loz_969_elicit_18	kwa nalule lule lifolofolo ze twi za nyema mane za be za lela ku bulaya mubeteki yoo tapi 
220813-203957_loz_969_elicit_19	za i swala ni ku tamelela lulimi iwa yona kwa mutahali kuli i be sisupo kwa babeteki kaufela 
220813-203957_loz_969_elicit_20	hamulaho za i hohela kwa munanga wa nuka kuli i yo shwela kwa teni 
220813-203957_loz_969_elicit_21	busihu ha bu se bu kolile tapi ya i tukulula fo me zi i tamelezi mi ya wela mwa mezi 
220813-203957_loz_969_elicit_22	ka mukwa o cwalo ya punyuha koto ya lifu 
220813-203957_loz_969_elicit_23	mi ni ka nako ye i sa hupula kuli mwa maipato a yona ki mo kunde ku fita fa likamba 
220813-203957_loz_969_elicit_24	ne i sa koni ku itusisa lulimi iwa yona ka nako ye telele kuli mane iwa nyamalala mi ha lu sa tola lu kuta 
220813-203957_loz_969_elicit_25	kono nihakulicwalo tapi i tabile kakuli ha i koni ku fapanya libupiwa ze nwi ze pila mwa mezi 
220813-203957_loz_969_elicit_26	sinuku ne li folofolo ye ne i lata hahulu ku lumbwa 
220813-203957_loz_969_elicit_27	mi bakeni sa bunde bwa sona ne si tabela hahulu ku utwa lifolofolo ha li si lumba 
220813-203957_loz_969_elicit_28	ka zazi le linwi sinuku sa bulelela luwawa ka buiku muso kuli kambe lifolofolo ze nwi ne li ze nde sina sona 
220813-203957_loz_969_elicit_29	lifasi ne li tabe li buhehile 
